input_txt,target_txt
"how does a star become a main sequence [1] After condensation of mass and ignition of a star , it generates thermal energy in the dense core region through nuclear fusion of hydrogen atoms into helium . [2] During this stage of the star 's lifetime , it is located along the main sequence at a position determined primarily by its mass , but also based upon its chemical composition and other factors . [3] All main - sequence stars are in hydrostatic equilibrium , where outward thermal pressure from the hot core is balanced by the inward pressure of gravitational collapse from the overlying layers . [4] The strong dependence of the rate of energy generation in the core on the temperature and pressure helps to sustain this balance . [5] Energy generated at the core makes its way to the surface and is radiated away at the photosphere . [6] The energy is carried by either radiation or convection , with the latter occurring in regions with steeper temperature gradients , higher opacity or both .",[1] Answer (Summary) [2] Answer (Summary) [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information
"why did government sponsored surveys and land acts encourage migration to the west [1] The Homestead Acts were several United States federal laws that gave an applicant ownership of land , typically called a `` homestead , '' at no cost . [2] In all , more than 270 million acres of public land , or nearly 10 % of the total area of the U.S. , was given away free to 1.6 million homesteaders ; most of the homesteads were west of the Mississippi River . [3] An extension of the Homestead Principle in law , the Homestead Acts were an expression of the `` Free Soil '' policy of Northerners who wanted individual farmers to own and operate their own farms , as opposed to Southern slave - owners who wanted to buy up large tracts of land and use slave labor , thereby shutting out free white men .",[1] Answer (Summary) [2] Answer (Summary) [3] Auxiliary Information
"what does a dry snake bite look like [1] A dry bite is a bite by a venomous animal in which no venom is released . [2] Dry snake bites are called `` Venomous snake bite without envenoming '' . [3] Dry bites can occur from all snakes , but their frequency varies from species to species . [4] For example , Australian eastern brown snakes ( Pseudonaja textilis ) can inflict dry bites 80 % of the time while taipans inflict dry bites only 5 % of the time . [5] About 25 % of snakebite cases can be dry bites . [6] They are characterized by fang and tooth marks and the absence of injected venom .",[1] Auxiliary Information [2] Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Answer (Summary)
"how has australia been influenced by other cultures [1] The culture of Australia is a Western culture , derived primarily from Britain but also influenced by the unique geography of Australia , the diverse input of Aboriginal , Torres Strait Islander and other Australian people . [2] The British colonization of Australia began in 1788 , and waves of multi-ethnic migration followed . [3] Evidence of a significant Anglo - Celtic heritage includes the predominance of the English language , the existence of a democratic system of government drawing upon the British traditions of Westminster Government , Parliamentarianism and constitutional monarchy , American constitutionalist and federalist traditions , Christianity as the dominant religion , and the popularity of sports originating in ( or influenced by ) the British Isles . [4] Australian culture has diverged significantly since British settlement .",[1] Answer (Summary) [2] Answer [3] Answer [4] Auxiliary Information
"what is the difference between ron and mon [1] Another type of octane rating , called Motor Octane Number ( MON ) , is determined at 900 rpm engine speed instead of the 600 rpm for RON . MON testing uses a similar test engine to that used in RON testing , but with a preheated fuel mixture , higher engine speed , and variable ignition timing to further stress the fuel 's knock resistance . [2] Depending on the composition of the fuel , the MON of a modern pump gasoline will be about 8 to 12 octane lower than the RON , but there is no direct link between RON and MON . [3] Pump gasoline specifications typically require both a minimum RON and a minimum MON .",[1] Answer (Summary) [2] Answer [3] Auxiliary Information
"how does one get a star on hollywood walk of fame [1] Each year an average of 200 nominations are submitted to the Hollywood Chamber of Commerce Walk of Fame Selection Committee . [2] Anyone , including fans , can nominate anyone active in the field of entertainment as long as the nominee or his or her management approves the nomination ( a letter of agreement from the nominated celebrity or representative must accompany the application ) . [3] Nominees must have a minimum of five years ' experience in the category for which they are nominated and a history of `` charitable contributions '' . [4] Posthumous nominees must have been deceased at least five years . [5] At a meeting each June , the committee selects approximately 20 celebrities to receive stars on the Walk of Fame during the following year . [6] One posthumous award is given each year as well . [7] The nominations of those not selected are rolled over to the following year for reconsideration ; those not selected two years in a row are dropped , and must be renominated to receive further consideration . [8] Living recipients must agree to personally attend a presentation ceremony within five years of selection . [9] A relative of deceased recipients must attend posthumous presentations . [10] Presentation ceremonies are open to the public .",[1] Answer [2] Answer (Summary) [3] Answer [4] Answer [5] Answer [6] Answer [7] Answer [8] Answer [9] Answer [10] Auxiliary Information
"how do i know if english is my first language [1] A first language , native language or mother / father tongue ( also known as arterial language or L1 ) is a language that a person has been exposed to from birth or within the critical period . [2] In some countries , the term native language or mother tongue refers to the language of one 's ethnic group rather than one 's first language . [3] Children brought up speaking more than one language can have more than one native language , and be bilingual or multilingual . [4] By contrast , a second language is any language that one speaks other than one 's first language .",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information
"how long did it take for the population to grow from 1 billion to 2 billion [1] It is estimated that the population of the world reached one billion for the first time in 1804 . [2] It would be another 123 years before it reached two billion in 1927 , but it took only 33 years to rise by another billion people , reaching three billion in 1960 . [3] Thereafter , the global population reached four billion in 1974 , five billion in 1987 , six billion in 1999 and , by some estimates , seven billion in October 2011 with other estimates being in March 2012 . [4] It is projected to reach eight billion by 2024 -- 2030 . [5] According to current projections , the world 's population is likely to reach around nine billion by 2035 -- 2050 , with alternative scenarios ranging from a low of 7.4 billion to a high of more than 10.6 billion . [6] Projected figures vary depending on underlying statistical assumptions and which variables are manipulated in projection calculations , especially the fertility variable . [7] Long - range predictions to 2150 range from a population decline to 3.2 billion in the ' low scenario ' , to ' high scenarios ' of 24.8 billion . [8] One scenario predicts a massive increase to 256 billion by 2150 , assuming fertility remains at 1995 levels .",[1] Auxiliary Information [2] Answer (Summary) [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information
"how does methyl red work as a ph indicator [1] Methyl red ( 2 - ( N , N - dimethyl - 4 - aminophenyl ) azobenzenecarboxylic acid ) , also called C.I. Acid Red 2 , is an indicator dye that turns red in acidic solutions . [2] It is an azo dye , and is a dark red crystalline powder . [3] Methyl red is a pH indicator ; it is red in pH under 4.4 , yellow in pH over 6.2 , and orange in between , with a pK of 5.1 . Murexide and methyl red are investigated as promising enhancers of sonochemical destruction of chlorinated hydrocarbon pollutants . [4] Methyl red is classed by the IARC in group 3 - unclassified as to carcinogenic potential in humans . [5] Methyl red displays pH dependent photochromism , with protonation causing it to adopt a hydrazone / quinone structure .",[1] Answer [2] Auxiliary Information [3] Answer (Summary) [4] Auxiliary Information [5] Auxiliary Information
"how do you get the cost of goods sold [1] Determining costs requires keeping records of goods or materials purchased and any discounts on such purchase . [2] In addition , if the goods are modified , the business must determine the costs incurred in modifying the goods . [3] Such modification costs include labor , supplies or additional material , supervision , quality control and use of equipment . [4] Principles for determining costs may be easily stated , but application in practice is often difficult due to a variety of considerations in the allocation of costs . [5] Costs are associated with particular goods using one of the several formulas , including specific identification , first - in first - out ( FIFO ) , or average cost . [6] Costs include all costs of purchase , costs of conversion and other costs that are incurred in bringing the inventories to their present location and condition . [7] Costs of goods made by the businesses include material , labor , and allocated overhead . [8] The costs of those goods which are not yet sold are deferred as costs of inventory until the inventory is sold or written down in value .",[1] Answer (Summary) [2] Answer (Summary) [3] Answer [4] Answer [5] Answer (Summary) [6] Answer (Summary) [7] Answer [8] Answer
"what is difference between automatic and semi automatic cars [1] Despite superficial similarity to other automated transmissions , semi-automatic transmissions differ significantly in internal operation and driver 's `` feel '' from manumatics and CVTs . [2] A manumatic , like a standard automatic transmission , uses a torque converter instead of clutch to manage the link between the transmission and the engine , while a CVT uses a belt instead of a fixed number of gears . [3] A semi-automatic transmission offers a more direct connection between the engine and wheels than a manumatic and this responsiveness is preferred in high performance driving applications , while a manumatic is better for street use because its fluid coupling makes it easier for the transmission to consistently perform smooth shifts , and CVTs are generally found in gasoline - electric hybrid engine applications .",[1] Answer [2] Answer (Summary) [3] Answer (Summary)
"what does the united nations security council do [1] The United Nations Security Council ( UNSC ) is one of the six principal organs of the United Nations , charged with the maintenance of international peace and security as well as accepting new members to the United Nations and approving any changes to its United Nations Charter . [2] Its powers include the establishment of peacekeeping operations , the establishment of international sanctions , and the authorization of military action through Security Council resolutions ; it is the only UN body with the authority to issue binding resolutions to member states . [3] The Security Council held its first session on 17 January 1946 .",[1] Answer (Summary) [2] Answer (Summary) [3] Auxiliary Information
"where does the phrase pull yourself up by your bootstraps come from [1] Tall boots may have a tab , loop or handle at the top known as a bootstrap , allowing one to use fingers or a boot hook tool to help pulling the boots on . [2] The saying `` to pull oneself up by one 's bootstraps '' was already in use during the 19 century as an example of an impossible task . [3] The idiom dates at least to 1834 , when it appeared in the Workingman 's Advocate : `` [4] It is conjectured that Mr. Murphee will now be enabled to hand himself over the Cumberland river or a barn yard fence by the straps of his boots . '' [5] In 1860 it appeared in a comment on philosophy of mind : `` [6] The attempt of the mind to analyze itself ( is ) an effort analogous to one who would lift himself by his own bootstraps . '' Bootstrap as a metaphor , meaning to better oneself by one 's own unaided efforts , was in use in 1922 . [7] This metaphor spawned additional metaphors for a series of self - sustaining processes that proceed without external help .",[1] Answer (Summary) [2] Answer (Summary) [3] Answer - Example [4] Auxiliary Information [5] Answer - Example [6] Answer (Summary) [7] Auxiliary Information
"explain why the 1400s are known as the first global age [1] Constantinople , in what is today Turkey , then the capital of the Christian Byzantine Empire , falls to the emerging Muslim Ottoman Turks , marking the end of the tremendously influential Byzantine Empire and , for some historians , the end of the Middle Ages . [2] The event forced Western Europeans to find a new trade route , adding further momentum to what was the beginning of the Age of Discovery , which would lead to the global mapping of the world . [3] Explorations by the Portuguese and Spanish led to European sightings of the Americas ( the New World ) and the sea passage along Cape of Good Hope to India , in the last decade of the century . [4] These expeditions ushered in the era of the Portuguese and Spanish colonial empires .",[1] Auxiliary Information [2] Answer (Summary) [3] Answer [4] Auxiliary Information
"the letter of the law versus the spirit of the law [1] The letter of the law versus the spirit of the law is an idiomatic antithesis . [2] When one obeys the letter of the law but not the spirit , one is obeying the literal interpretation of the words ( the `` letter '' ) of the law , but not necessarily the intent of those who wrote the law . [3] Conversely , when one obeys the spirit of the law but not the letter , one is doing what the authors of the law intended , though not necessarily adhering to the literal wording .",[1] Auxiliary Information [2] Answer (Summary) [3] Answer (Summary)
"what kinds of waves make up the electromagnetic spectrum [1] The electromagnetic spectrum covers electromagnetic waves with frequencies ranging from below one hertz to above 10 hertz , corresponding to wavelengths from thousands of kilometers down to a fraction of the size of an atomic nucleus . [2] This frequency range is divided into separate bands , and the electromagnetic waves within each frequency band are called by different names ; beginning at the low frequency ( long wavelength ) end of the spectrum these are : radio waves , microwaves , infrared , visible light , ultraviolet , X-rays , and gamma rays at the high - frequency ( short wavelength ) end . [3] The electromagnetic waves in each of these bands have different characteristics , such as how they are produced , how they interact with matter , and their practical applications . [4] The limit for long wavelengths is the size of the universe itself , while it is thought that the short wavelength limit is in the vicinity of the Planck length . [5] Gamma rays , X-rays , and high ultraviolet are classified as ionizing radiation as their photons have enough energy to ionize atoms , causing chemical reactions . [6] Exposure to these rays can be a health hazard , causing radiation sickness , DNA damage and cancer . [7] Radiation of visible light wavelengths and lower are called nonionizing radiation as they can not cause these effects .",[1] Answer (Summary) [2] Answer (Summary) [3] Answer [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information
"how does metallic bonding result in useful properties of metals [1] Metallic bonding is a type of chemical bonding that arises from the electrostatic attractive force between conduction electrons ( in the form of an electron cloud of delocalized electrons ) and positively charged metal ions . [2] It may be described as the sharing of free electrons among a lattice of positively charged ions ( cations ) . [3] Metallic bonding accounts for many physical properties of metals , such as strength , ductility , thermal and electrical resistivity and conductivity , opacity , and luster .",[1] Auxiliary Information [2] Auxiliary Information [3] Answer (Summary)
"what is the function of a music producer [1] A record producer or track producer or music producer oversees and manages the sound recording and production of a band or performer 's music , which may range from recording one song to recording a lengthy concept album . [2] A producer has many roles during the recording process . [3] The roles of a producer vary . [4] They may gather musical ideas for the project , collaborate with the artists to select cover tunes or original songs by the artist / group , work with artists and help them to improve their songs , lyrics or arrangements .",[1] Answer (Summary) [2] Answer [3] Answer [4] Answer (Summary)
"why are my eyes always red in photos [1] In flash photography the light of the flash occurs too fast for the pupil to close , so much of the very bright light from the flash passes into the eye through the pupil , reflects off the fundus at the back of the eyeball and out through the pupil . [2] The camera records this reflected light . [3] The main cause of the red color is the ample amount of blood in the choroid which nourishes the back of the eye and is located behind the retina . [4] The blood in the retinal circulation is far less than in the choroid , and plays virtually no role . [5] The eye contains several photostable pigments that all absorb in the short wavelength region , and hence contribute somewhat to the red eye effect . [6] The lens cuts off deep blue and violet light , below 430 nm ( depending on age ) , and macular pigment absorbs between 400 and 500 nm , but this pigment is located exclusively in the tiny fovea . [7] Melanin , located in the retinal pigment epithelium ( RPE ) and the choroid , shows a gradually increasing absorption towards the short wavelengths . [8] But blood is the main determinant of the red color , because it is completely transparent at long wavelengths and abruptly starts absorbing at 600 nm . [9] The amount of red light emerging from the pupil depends on the amount of melanin in the layers behind the retina . [10] This amount varies strongly between individuals . [11] Light skinned people with blue eyes have relatively low melanin in the fundus and thus show a much stronger red - eye effect than dark skinned people with brown eyes . [12] The same holds for animals . [13] The color of the iris itself is of virtually no importance for the red - eye effect . [14] This is obvious because the red - eye effect is most apparent when photographing dark adapted subjects , hence with fully dilated pupils . [15] Photographs taken with infrared light through night vision devices always show very bright pupils because , in the dark , the pupils are fully dilated and the infrared light is not absorbed by any ocular pigment .",[1] Answer (Summary) [2] Answer (Summary) [3] Answer (Summary) [4] Auxiliary Information [5] Answer (Summary) [6] Auxiliary Information [7] Auxiliary Information [8] Answer [9] Answer [10] Answer [11] Answer - Example [12] Auxiliary Information [13] Auxiliary Information [14] Auxiliary Information [15] Answer
"how to decide who is white in chess [1] In chess tournaments and matches , the frequency with which each player receives white and black is an important consideration . [2] In matches , the players ' colors in the first game are determined by drawing lots , and alternated thereafter . [3] In round robin tournaments with an odd number of players , each player receives an equal number of whites and blacks ; with an even number of players , each receives one extra white or black . [4] Where one or more players withdraws from the tournament , the tournament director may change the assigned colors in some games so that no player receives two more blacks than whites , or vice versa . [5] The double - round robin tournament is considered to give the most reliable final standings , since each player receives the same number of whites and blacks , and plays both White and Black against each opponent .",[1] Auxiliary Information [2] Answer (Summary) [3] Answer [4] Answer [5] Answer
"how is the phenomenon of keeping up with the joneses a distinctly american concept [1] Social status once depended on one 's family name ; however , the rise of consumerism in the United States gave rise to social mobility . [2] With the increasing availability of goods , people became more inclined to define themselves by what they possessed and the subtle quest for higher status accelerated . [3] Conspicuous consumption and materialism have been an insatiable juggernaut ever since . [4] The desire to increase one 's position in the social hierarchy is responsible for much of the social mobility in America . [5] The upward mobility over the past few decades in America is due in part to the large number of women joining the labor force . [6] U.S. women have slowly and steadily increased their participation in the labor force from 46 % of all women ( age 16 + ) in 1974 to almost 60 % in 2004 .",[1] Answer (Summary) [2] Answer [3] Answer [4] Answer [5] Auxiliary Information [6] Auxiliary Information
"what is steeping and what is its purpose [1] Steeping is the soaking in liquid ( usually water ) of a solid so as to extract flavours or to soften it . [2] The specific process of teas being prepared for drinking by leaving the leaves in heated water to release the flavour and nutrients is known as steeping . [3] Herbal teas may be prepared by decoction , infusion , or maceration . [4] Some solids are soaked to remove an ingredient , such as salt from smoked ham or salted cod , where the solute is not the desired product .",[1] Answer (Summary) [2] Answer - Example [3] Auxiliary Information [4] Answer - Example
"difference between formal parameters and actual parameters in c++ [1] The terms parameter and argument may have different meanings in different programming languages . [2] Sometimes they are used interchangeably , and the context is used to distinguish the meaning . [3] The term parameter ( sometimes called formal parameter ) is often used to refer to the variable as found in the function definition , while argument ( sometimes called actual parameter ) refers to the actual input supplied at function call . [4] For example , if one defines a function as def f ( x ) : ... , then x is the parameter , and if it is called by a = ... ; f ( a ) then a is the argument . [5] A parameter is an ( unbound ) variable , while the argument can be a value or variable or more complex expression involving values and variables . [6] In case of call by value , what is passed to the function is the value of the argument -- for example , f ( 2 ) and a = 2 ; f ( a ) are equivalent calls -- while in call by reference , with a variable as argument , what is passed is a reference to that variable - even though the syntax for the function call could stay the same . [7] The specification for pass - by - reference or pass - by - value would be made in the function declaration and / or definition .",[1] Auxiliary Information [2] Auxiliary Information [3] Answer (Summary) [4] Answer - Example [5] Answer [6] Answer - Example [7] Answer
"difference between single layer perceptron and multilayer perceptron [1] The term `` multilayer perceptron '' does not refer to a single perceptron that has multiple layers . [2] Rather , it contains many perceptrons that are organized into layers . [3] An alternative is `` multilayer perceptron network '' . [4] Moreover , MLP `` perceptrons '' are not perceptrons in the strictest possible sense . [5] True perceptrons are formally a special case of artificial neurons that use a threshold activation function such as the Heaviside step function . [6] MLP perceptrons can employ arbitrary activation functions . [7] A true perceptron performs binary classification ( either this or that ) , an MLP neuron is free to either perform classification or regression , depending upon its activation function .",[1] Answer (Summary) [2] Answer (Summary) [3] Auxiliary Information [4] Answer [5] Answer [6] Answer [7] Answer (Summary)
"what does the grip do on a movie set [1] In the U.S. and Canada , grips are technicians in the filmmaking and video production industries . [2] They constitute their own department on a film set and are directed by a key grip . [3] Grips have two main functions . [4] The first is to work closely with the camera department to provide camera support , especially if the camera is mounted to a dolly , crane , or in an unusual position , such as the top of a ladder . [5] Some grips may specialize in operating camera dollies or camera cranes . [6] The second main function of grips is to work closely with the electrical department to create lighting set - ups necessary for a shot under the direction of the director of photography .",[1] Auxiliary Information [2] Auxiliary Information [3] Answer - Organizational sentence [4] Answer (Summary) [5] Answer [6] Answer (Summary)
"what is the rule for when easter is [1] For most of their history Christians have calculated Easter independently of the Jewish calendar . [2] In principle , Easter falls on the Sunday following the full moon that follows the northern spring equinox ( the paschal full moon ) . [3] However , the vernal equinox and the full moon are not determined by astronomical observation . [4] The vernal equinox is fixed to fall on 21 March ( previously it varied in different areas and in some areas Easter was allowed to fall before the equinox ) . [5] The full moon is an ecclesiastical full moon determined by reference to a lunar calendar , which again varied in different areas . [6] While Easter now falls at the earliest on the 15th of the lunar month and at the latest on the 21st , in some areas it used to fall at the earliest on the 14th ( the day of the paschal full moon ) and at the latest on the 20th , or between the sixteenth and the 22nd . [7] The last limit arises from the fact that the crucifixion was considered to have happened on the 14th ( the eve of the Passover ) and the resurrection therefore on the sixteenth . [8] The `` computus '' is the procedure of determining the first Sunday after the first ecclesiastical full moon falling on or after 21 March , and the difficulty arose from doing this over the span of centuries without accurate means of measuring the precise tropical year . [9] The synodic month had already been measured to a high degree of accuracy . [10] The schematic model that eventually was accepted is the Metonic cycle , which equates 19 tropical years to 235 synodic months .",[1] Auxiliary Information [2] Answer (Summary) [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information
"how to write time and date in military [1] The United States military normally uses the `` dd mmm yyyy '' format for correspondence . [2] The common month - day - year format is used when corresponding with civilians . [3] The military date notation is similar to the date notation in British English but is read cardinally ( e.g. `` Nineteen July '' ) rather than ordinally ( e.g. `` [4] The nineteenth of July '' ) . [5] It is best known for its use by the military , and therefore commonly called `` military time '' . [6] In U.S. military use , 24 - hour time is traditionally written without a colon ( 1800 instead of 18 : 00 ) and in spoken language in the Army , but not the Navy , is followed by the word `` hours '' ( e.g. , `` eighteen hundred hours '' ) .",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Answer (Summary)
"what is meant by obstructing the field in cricket [1] Obstructing the field is one of the nine methods of dismissing a batsman in the sport of cricket . [2] It dictates that either batsman can be given out if he wilfully attempts to obstruct or distract the fielding side by word or action . [3] It is governed by Law 37 of the laws of cricket , and is a rare way for a batsman to be dismissed : in the history of cricket , there have been only one instance in Test matches , six occasions in One Day International ( ODI ) games , and only one instance in Twenty20 International matches . [4] However , there have also been seven instances in Test cricket , and two in ODIs , where a batsman has been dismissed handled the ball , a mode of dismissal now folded into obstructing the field . [5] In most cases an obstruction occurs when a batsman thinks that he is going to be run out and he blocks the ball with his bat or changes his course while running between wickets to block the ball . [6] The obstruction has to be deliberate , so a batsman will not be out if the contact with the ball is inadvertent .",[1] Answer (Summary) [2] Answer (Summary) [3] Auxiliary Information [4] Auxiliary Information [5] Answer [6] Answer
"what is the difference between rayleigh and love waves [1] In elastodynamics , Love waves , named after Augustus Edward Hough Love , are horizontally polarized surface waves . [2] The Love wave is a result of the interference of many shear waves ( S -- waves ) guided by an elastic layer , which is welded to an elastic half space on one side while bordering a vacuum on the other side . [3] In seismology , Love waves ( also known as Q waves ( Quer : German for lateral ) ) are surface seismic waves that cause horizontal shifting of the Earth during an earthquake . [4] Augustus Edward Hough Love predicted the existence of Love waves mathematically in 1911 . [5] They form a distinct class , different from other types of seismic waves , such as P - waves and S - waves ( both body waves ) , or Rayleigh waves ( another type of surface wave ) . [6] Love waves travel with a lower velocity than P - or S - waves , but faster than Rayleigh waves . [7] These waves are observed only when there is a low velocity layer overlying a high velocity layer / sub -- layers .",[1] Auxiliary Information [2] Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Answer (Summary) [6] Answer (Summary) [7] Auxiliary Information
"why is southern ireland not part of the united kingdom [1] The state was created as the Irish Free State in 1922 as a result of the Anglo - Irish Treaty . [2] It had the status of Dominion until 1937 when a new constitution was adopted , in which the state was named `` Ireland '' and effectively became a republic , with an elected non-executive president as head of state . [3] It was officially declared a republic in 1949 , following the Republic of Ireland Act 1948 . Ireland became a member of the United Nations in December 1955 . [4] It joined the European Economic Community ( EEC ) , the predecessor of the European Union , in 1973 . [5] The state had no formal relations with Northern Ireland for most of the twentieth century , but during the 1980s and 1990s the British and Irish governments worked with the Northern Ireland parties towards a resolution to `` the Troubles '' . [6] Since the signing of the Good Friday Agreement in 1998 , the Irish government and Northern Ireland Executive have co-operated on a number of policy areas under the North - South Ministerial Council created by the Agreement .",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information
"what is peak and trough in relation to antibiotic therapy [1] In medicine and pharmacology , a trough level or trough concentration is the lowest concentration reached by a drug before the next dose is administered , often used in therapeutic drug monitoring . [2] The name comes from the idea that on a graph of concentration versus time , the line forms a U-shaped trough at the lowest region , before a new dose sends it higher again . [3] The usual criterion is concentration in the blood serum , although in some instances local concentration within tissues is relevant . [4] It is pharmacokinetically normal that with every passing minute and hour , the drug molecules are being metabolized or cleared by the body , so the concentration of drug that remains available is dropping . [5] In a medicine that is administered periodically , the trough level should be measured just before the administration of the next dose in order to avoid overdosing . [6] A trough level is contrasted with a `` peak level '' , which is the highest level of the medicine in the body , and the `` average level '' , which is the mean level over time . [7] It helps in therapeutic drug monitoring . [8] It is widely used in clinical trials for newer medicines for its therapeutic effectiveness and safety .",[1] Answer (Summary) [2] Answer [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Answer (Summary) [7] Answer [8] Auxiliary Information
"the primary reason for the creation of federal whistleblower statutes was to [1] The Whistleblower Protection Act of 1989 , Pub. [2] L. 101 - 12 as amended , is a United States federal law that protects federal whistleblowers who work for the government and report agency misconduct . [3] A federal agency violates the Whistleblower Protection [4] Act if agency authorities take ( or threaten to take ) retaliatory personnel action against any employee or applicant because of disclosure of information by that employee or applicant . [5] Whistleblowers may file complaints that they believe reasonably evidences a violation of a law , rule or regulation ; gross mismanagement ; gross waste of funds ; an abuse of authority ; or a substantial and specific danger to public health or safety .",[1] Auxiliary Information [2] Answer (Summary) [3] Answer [4] Answer [5] Auxiliary Information
"what is the difference between shogun and daimyo [1] Subordinate only to the shōgun , daimyōs were the most powerful feudal rulers from the 10th century to the middle 19th century in Japan . [2] From the Shugo of the Muromachi period through the Sengoku to the daimyōs of the Edo period , the rank had a long and varied history . [3] The backgrounds of daimyō also varied considerably ; while some daimyō clans , notably the Mōri , Shimazu and Hosokawa , were cadet branches of the Imperial family or were descended from the kuge , other daimyōs were promoted from the ranks of the samurai , notably during the Edō period .",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information
"how can a cutting form an entire new plant [1] A plant cutting is a piece of a plant that is used in horticulture for vegetative ( asexual ) propagation . [2] A piece of the stem or root of the source plant is placed in a suitable medium such as moist soil . [3] If the conditions are suitable , the plant piece will begin to grow as a new plant independent of the parent , a process known as striking . [4] A stem cutting produces new roots , and a root cutting produces new stems . [5] Some plants can be grown from leaf pieces , called leaf cuttings , which produce both stems and roots . [6] The scions used in grafting are also called cuttings .",[1] Answer [2] Answer (Summary) [3] Answer (Summary) [4] Answer (Summary) [5] Answer [6] Auxiliary Information
"how do boats get from great lakes to ocean [1] Together with the Saint Lawrence Seaway , the Waterway allows both ocean - going vessels and the ore , grain and coal - bearing lake freighters to travel from the system 's saltwater outlet to its far interior . [2] The Waterway has larger locks and deeper drafts than the lower Seaway , limiting large freighters to the four lakes upstream of the Welland Canal and Lake Ontario , and similarly restricting passage beyond the canal by larger ocean vessels . [3] The two waterways are often jointly and simply referred to as the `` St. Lawrence Seaway '' , since the Great Lakes , together with the St. Lawrence River , comprise a single navigable body of freshwater linking the Atlantic Ocean to the continental interior .",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information
"why did france decide to aid the united states in its war for independence [1] France bitterly resented its loss in the Seven Years ' War and sought revenge . [2] It also wanted to strategically weaken Britain . [3] Following the Declaration of Independence , the American Revolution was well received by both the general population and the aristocracy in France . [4] The Revolution was perceived as the incarnation of the Enlightenment Spirit against the `` English tyranny . '' Benjamin Franklin traveled to France in December 1776 in order to rally the nation 's support , and he was welcomed with great enthusiasm . [5] At first , French support was covert : [6] French agents sent the Patriots military aid ( predominantly gunpowder ) through a company called Rodrigue Hortalez et Compagnie , beginning in the spring of 1776 . Estimates place the percentage of French supplied arms to the Americans in the Saratoga campaign at up to 90 % . [7] By 1777 , over five million livres of aid had been sent to the American rebels .",[1] Answer (Summary) [2] Answer (Summary) [3] Answer [4] Answer [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information
"what does rx stands for in doctor's prescription [1] ' ℞ ' is a symbol meaning `` recipe '' . [2] It is sometimes transliterated as `` R '' or just `` Rx '' . [3] This symbol originated in medieval manuscripts as an abbreviation of the Late Latin verb recipe , the second person singular imperative form of recipere , `` to take '' , thus : `` take thou '' . [4] Medieval prescriptions invariably began with the command to `` take '' certain materials and compound them in specified ways .",[1] Answer (Summary) [2] Answer [3] Auxiliary Information [4] Auxiliary Information
"what was the cause of the fukushima disaster [1] The Fukushima Daiichi nuclear disaster ( 福島 第 一 原子力 発電 所 事故 , Fukushima Dai - ichi ( pronunciation ) genshiryoku hatsudensho jiko ) is an energy accident at the Fukushima Daiichi Nuclear Power Plant in Ōkuma , Fukushima Prefecture , initiated primarily by the tsunami following the Tōhoku earthquake on 11 March 2011 . [2] Immediately after the earthquake , the active reactors automatically shut down their sustained fission reactions . [3] However , the tsunami disabled the emergency generators that would have provided power to control and operate the pumps necessary to cool the reactors . [4] The insufficient cooling led to three nuclear meltdowns , hydrogen - air explosions , and the release of radioactive material in Units 1 , 2 , and 3 from 12 March to 15 March . [5] Loss of cooling also caused the pool for storing spent fuel from Reactor 4 to overheat on 15 March due to the decay heat from the fuel rods .",[1] Answer [2] Answer (Summary) [3] Answer (Summary) [4] Answer (Summary) [5] Answer (Summary)
