input_txt,target_txt,q_id,a_id,target_all_labels,dataset
"Why is New Zealand the 'freest' country? [1] Separated from the monarchy, they have free elections, a relatively small minimum wage, and protectionist policies such as the parliamentary one. [2] Socialized healthcare is very high-tech and successful, which has allowed some very successful business ventures. [3] They are also well known for having a robust education system that is very effective. [4] They have developed very effective banking, which supports the economy and trades a lot of goods internationally. [5] It also has very large population and a very large farm compared to other countries in terms of size. [6] As an aside, my theory for why they are so easy to administer is that they were a British colony long before the founding of the United States and were somewhat happy with British rule until it was very disastrous. [7] As the colonies became independent, they set up a system to let them govern themselves, and this system was not too different from British rule, but still very different than any other comparable system in the world. [8] Over time, that system became important in many ways, but in particular it makes it very easy to administer their colonies. [9] It's called the [American Model](_URL_0_), and it is generally accepted that it's been a good model ever since independence, despite many differences.",[1] Answer (Summary) [2] Answer (Summary) [3] Answer (Summary) [4] Answer (Summary) [5] Answer (Summary) [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information,3gs1u7,p90_predicted,"[1] Answer (Summary) [2] Answer (Summary) [3] Answer (Summary) [4] Answer (Summary) [5] Answer (Summary),Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information",model_generated
"How doesn't the ISS get hit with meteors during showers like the one this week? [1] The ISS is basically flying the same speed as the Earth. [2] Normally, the odds are very low that anything large will be flying in front of the ISS. [3] The risk is actually fairly small. [6] That said, a meteor would most certainly be out there waiting to be hit. [7] If the whole ISS was randomly flying away from the Earth every time it took off, something small would be launched at it. [8] The chances of hitting a chunk of debris that size is extremely low. [9] That's why they don't do a lot of observation during the daytime, in case something really big is flying at them. [10] It would be pretty rare for a meteor to hit the ISS at night if they didn't have to take in water to protect the craft. [11] The only times you might see a meteor would be if it was moving at very high speeds. [12] When a meteorite enters the atmosphere, it is slowed down by friction, but that's really just friction, not impact.",[1] Answer [2] Answer (Summary) [3] Answer [6] Answer [7] Answer [8] Answer [9] Answer [10] Answer [11] Auxiliary Information [12] Auxiliary Information,3gvjve,p90_random,"[1] Answer,Auxiliary Information [2] Answer (Summary) [3] Answer,Answer (Summary) [6] Answer,Auxiliary Information [7] Answer,Auxiliary Information [8] Answer [9] Answer,Auxiliary Information [10] Answer [11] Answer,Auxiliary Information [12] Auxiliary Information",model_generated
"Why in older movies when characters are conversing outside, it sounds like they're dubbed or theres no distance to their voice? [1] In the old days, film recorders had to record a lot of sound for each frame. [2] So, when they recorded dialogue, they would just dub the dialogue with the sound. [4] This is why in some older movies, you can hear the dialogue clearly, but the actors are just barely audible. [6] It is called [dynamic range](_URL_0_) and it is common for the dialogue to be lower on the treble and higher on the bass. [7] This is why you can sometimes hear the dialogue from a distance, but not the dialog. [8] Modern television recorders do this differently. [9] Instead of recording the dialog, they record the audio. [10] So, when you hear the dialogue from a distance, you can hear the dialog, but not the audio. [11] This is why you can sometimes hear the dialog from a long distance, but not the dialog, even though the two are clearly identifiable from a distance.",[1] Answer (Summary) [2] Answer (Summary) [4] Answer [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information,3jh19p,p60_random,"[1] Answer (Summary) [2] Answer (Summary) [4] Answer [6] Auxiliary Information [7] Answer - Example,Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Answer - Example,Auxiliary Information [11] Auxiliary Information",model_generated
"Why are we forced to be citizens of nations? [1] Our founding fathers wanted us to be able to do things like vote, buy, and participate in the military. [2] Since we all do things that we would like to be able to do, it's kind of logical that the country should be able to also make sure we're a good citizen. [3] Also, what you're describing is a [jus soli](_URL_0_). [5] So we're forced to live in a country that has the ability to make us do things we like. [6] It's a bit complicated. [7] This country was a confederation of individual states called [The United Nations](_URL_1_), formed by former colonial powers, and it was the home of the European Union. [8] It's one of the few (if not only) non-expansionist European political systems. [9] Even though they ostensibly represented the interests of all the people of Europe, it was still the homes of some of the most powerful and powerful countries in the world.",[1] Answer (Summary) [2] Answer (Summary) [3] Miscellaneous [5] Answer [6] Miscellaneous [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information,3okm5m,p90_random,"[1] Answer (Summary),Auxiliary Information [2] Answer (Summary),Auxiliary Information [3] Auxiliary Information,Miscellaneous [5] Answer,Answer (Summary) [6] Miscellaneous [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information",model_generated
"How are companies like Snapchat and Tinder, worth anything when most people don't pay to use them? [1] Tinder is a service which allows you to customize your account (with little or no company oversight, as in they don't know who is using it and don't care). [2] It may seem remote and insignificant, but in reality it is connected to a lot of corporate network infrastructure (notably, a way to access and forward files to clients/computers). [3] So it is actually a really valuable tool for businesses. [4] Source: I've worked for a small chain of corporate apps. [5] I have plenty of experience working on many of them. [6] edit: Links _URL_1_ Edit 2: Since you've mentioned Tinder, I think I should mention Snapchat. [8] They're a tech company that has been around since before email was invented, so I would imagine they have some pretty valuable data on you (possibly emails from customers to the company they're selling the product to). [9] Edit 3: It's not like Tinder isn't worth something, OP.",[1] Auxiliary Information [2] Answer (Summary) [3] Answer [4] Miscellaneous [5] Miscellaneous [6] Answer - Organizational sentence [8] Answer (Summary) [9] Miscellaneous,3wb152,p90_random,"[1] Answer (Summary),Auxiliary Information [2] Answer (Summary) [3] Answer [4] Miscellaneous [5] Miscellaneous [6] Answer - Organizational sentence,Miscellaneous [8] Answer (Summary),Answer - Example [9] Miscellaneous",model_generated
"For over a year I've been reading about California being in the midst of an insane, unprecedented drought, but it seems like all the cities there are doing just fine. Where's their water coming from if things are so bad? [1] There's a huge amount of water in the Colorado River. [2] The vast majority of the Colorado is [still in use](_URL_0_). [3] The vast majority of the water that California uses is [still in use](_URL_1_). [4] California uses about 70% of the water in the state. [5] It's only about 20% of the water that's used by the state. [6] The Colorado River is a pretty big river, and the Colorado is a large body of water. [7] So even if California is suffering from severe drought, the Colorado River is still a large body of water that can supply most of the state with water. [8] The other issue is that California is a pretty large state. [9] So the water that California uses isn't going to be sufficient to cover the entire state. [11] So, while California is experiencing a severe drought, it's not going to cause the entire state to flood. [12] So, while California is suffering from severe drought, it's not going to cause everyone in California to flood.",[1] Answer [2] Auxiliary Information [3] Auxiliary Information [4] Answer [5] Answer [6] Auxiliary Information [7] Answer (Summary) [8] Answer [9] Answer [11] Auxiliary Information [12] Auxiliary Information,3wb18z,p60_predicted,"[1] Answer [2] Answer,Auxiliary Information [3] Answer,Auxiliary Information [4] Answer,Auxiliary Information [5] Answer,Auxiliary Information [6] Answer,Auxiliary Information [7] Answer (Summary) [8] Answer,Auxiliary Information [9] Answer,Auxiliary Information [11] Auxiliary Information,Miscellaneous [12] Auxiliary Information,Miscellaneous",model_generated
"What happens if I inject a needle(medicine, drugs, etc) into myself and it isn't into a vein? For example into my palm, or in a random place on my arm. [1] Nothing if you are careful. [2] You can even use the tip of a needle to get into a vein to get it out of the spot you are injecting it. [3] You will notice a tiny bump there and when you pull it back out it is very difficult to inject. [4] But if you get a foreign object in you and don't get it out quickly you could pop something in there or cause a clot. [5] Some drugs will actually cause your blood vessels to burst. [6] Your veins will also expand which could lead to a hemorrhage. [7] And it could lead to inflammation of the veins if you inject it in them. [8] If you are willing to take the chance you can even get into your vein with a needle, but remember that this is 100% guaranteed to kill you. [9] So the needle may not be able to get into the vein, but it might very well kill you if you put it in there too deep. [10] This is why the smallest needle is a 500 gauge needle, you can put it anywhere it is most comfortable. [11] The needle is really only used when you want to get stuff out. [12] Smaller, safer, lighter needles are preferred because you don't get damaged.",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Answer [10] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information,3wunwb,p90_predicted,"[1] Answer (Summary) [2] Answer,Auxiliary Information [3] Answer,Auxiliary Information [4] Answer (Summary),Auxiliary Information [5] Answer,Auxiliary Information [6] Answer,Auxiliary Information [7] Answer,Auxiliary Information [8] Answer,Auxiliary Information [9] Answer,Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information",model_generated
"What happens if I inject a needle(medicine, drugs, etc) into myself and it isn't into a vein? For example into my palm, or in a random place on my arm. [1] Depends on the amount of medication. [3] The answer is that it depends on the amount of medication. [4] Many drugs have a shelf life and have to be removed from the body (IV waste) as soon as they reach the end of their shelf life. [5] Some drugs will not be removed at all (painkillers) and you will die from the same horrible reaction as if they were still in your body (alcohol, caffeine). [6] Additionally, there are a variety of local effects from the medication to blood clotting, among other things. [7] I used to have a friend with chronic kidney damage and a few hours after she was injected with an IV of cocaine, her blood clotting was as bad as if she had just been injected with a standard needle. [8] I did not quite think I would do it myself, but I thought it was a good idea, and while I haven't done it, it definitely is in fact possible. [9] Certain medications are also known to be more dangerous with tampons and birth control if they're injected directly into the body.",[1] Answer (Summary) [3] Answer [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Answer - Example [8] Miscellaneous [9] Auxiliary Information,3wunwb,p90_random,"[1] Answer (Summary) [3] Answer,Auxiliary Information [4] Answer,Auxiliary Information [5] Answer (Summary),Auxiliary Information [6] Answer (Summary),Auxiliary Information [7] Answer - Example,Auxiliary Information [8] Auxiliary Information,Miscellaneous [9] Answer,Auxiliary Information",model_generated
"How did a 32 year old Martin Shkreli get to have so much power at such a young age? [1] It's not just about money. [2] He was very smart at marketing, and was a perfect market-maker, from a very young age. [3] This combined with the fact that his parents are rich means he can use their money to fund his future when he gets older, creating a much more secure environment for him. [4] Also, the law treats the law differently than many people believe. [5] Most states require the state to allow a certain number of children to be teachers. [6] And this isn't even even considering state laws on employers (in which the government has no power to interfere with employees). [7] The reason many state laws are so unfair is because the state government assumes that the company is more powerful than the people in it. [8] He is in this position because he has a network of friends and contacts who help him keep his job. [9] This helps him be the most reliable and successful marketer there is, without having to start from scratch. [10] He has the publicity that helps him find a new job, and the knowledge that if he takes a few steps in his career he will be able to get a much better paying job in a much more developed state than what he started out in.",[1] Answer [2] Answer (Summary) [3] Answer (Summary) [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Answer [9] Answer [10] Answer,3xjyiy,p90_predicted,"[1] Answer,Answer (Summary) [2] Answer (Summary) [3] Answer,Answer (Summary) [4] Answer,Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Answer,Answer (Summary) [9] Answer,Auxiliary Information [10] Answer",model_generated
"How did a 32 year old Martin Shkreli get to have so much power at such a young age? [1] [This article](_URL_0_) says that his parents managed to scrape up a decent amount of money through legal means. [2] It's all relative of course, but it's enough money to be able to start a successful business, which he did at that age. [3] Most people don't start businesses with a lot of money. [4] Even if you're rich, you probably wouldn't be able to stay afloat if you were not starting an independent business. [5] This sort of thing goes hand-in-hand with the rule of thumb you get taught in the health care industry; if you start out with a ton of money, you're probably going to do well, but you can't possibly maintain a healthy business if you aren't starting one. [6] So he started out a fairly successful business, but not by much. [7] And he had some help from his mother and stepfather to begin with. [9] But that first step didn't go very far; he had no one working with him to help him develop his business.",[1] Answer [2] Answer (Summary) [3] Answer [4] Auxiliary Information [5] Auxiliary Information [6] Answer [7] Answer (Summary) [9] Answer,3xjyiy,p90_random,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [3] Answer,Auxiliary Information [4] Auxiliary Information [5] Answer,Auxiliary Information [6] Answer,Answer (Summary) [7] Answer,Answer (Summary) [9] Answer,Auxiliary Information",model_generated
"Because alcohol dehydrates, water hydrates you, and beer is primarily water, is there an alcohol-by-volume threshold in which beers below this threshold hydrate the body and those above it dehydrate the body? [1] There is an alcohol-dehydrating threshold that beer and wine do not pass, but they do have a significant amount of alcohol in them that can affect the body's water retention. [2] The alcohol level is not a 100% or 100% thing, and will vary depending on the type of alcohol. [3] So it is not a 100% alcohol-dehydrating threshold, it is a 1-100% alcohol-dehydrating threshold. [4] So if you drink enough beer and wine to get a decent amount of water from your body, but you drink too much alcohol to get a good amount of water from your body, then you'll dehydrate.",[1] Answer (Summary) [2] Answer [3] Answer [4] Answer,3xmuty,p60_predicted,"[1] Answer (Summary) [2] Answer,Answer (Summary) [3] Answer,Answer (Summary) [4] Answer",model_generated
"Why do puppies and some grown dogs do that thing with their paws where they just slap the ground? [1] We want our Mother to know we're feeling comfortable. [2] If we did it with our feet, she would stop instinctively licking us and we'd feel cold and frightened. [3] Dogs and cats do it instinctively because they are domesticated. [4] They were put into a room together and they felt comfortable together so they started to do it when they were puppies. [5] It makes them feel warm and fuzzy. [6] Additionally, if you look at them closely when they are puppies, they are crawling and jumping, and sometimes they do it so they feel warm and fuzzy too. [8] You can see that in a puppy's eyes when it is doing this. [11] They did this with their paws in wolf packs thousands of years ago, and it stuck with them ever since. [12] Yes, puppies and kittens DO feel comfortable when they are licking their mothers' bellies. [13] But you have to practice.",[1] Answer [2] Answer [3] Answer [4] Answer [5] Answer (Summary) [6] Auxiliary Information [8] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information [13] Auxiliary Information,3xq1i3,p90_predicted,"[1] Answer,Answer (Summary) [2] Answer,Answer - Example [3] Answer,Auxiliary Information [4] Answer,Auxiliary Information [5] Answer,Answer (Summary) [6] Auxiliary Information [8] Auxiliary Information [11] Answer (Summary),Auxiliary Information [12] Auxiliary Information,Miscellaneous [13] Auxiliary Information,Miscellaneous",model_generated
"Why do puppies and some grown dogs do that thing with their paws where they just slap the ground? [1] There's no consensus as to why, but it seems to be a way of spreading the scent that they're kicking. [2] Like a dogs for example will also roll on their side to spread scent with their paws. [3] It's like they're trying to make it so that you can't smell their scent anywhere else.",[1] Answer (Summary) [2] Answer - Example [3] Auxiliary Information,3xq1i3,p90_random,"[1] Answer (Summary) [2] Answer - Example,Auxiliary Information [3] Answer,Auxiliary Information",model_generated
"with underground fires like Centralia or the place in Virginia which inspired Silent Hill, why can't they be put out by just pumping lots and lots of water into the mine? [1] This would require a lot of energy to do. [2] The power required to pump water into the mine is way too much for any one person to do, and it would be nearly impossible to make the water go anywhere else. [3] This is not a problem with large coal mines, because they are often underground, and the water would have to be pumped up by pumping power into the mines, which is not very efficient. [4] If you were to try and pump water into a Zentorno, which is an airliner, you'd need a lot more power than you could get from a coal mine. [6] There are a few other problems with using water to power a Zentorno. [7] First, the water would need to be pumped up by a pump that uses gasoline. [8] Second, the gasoline would need to be pumped up by a pump that uses diesel. [9] Third, the gasoline would need to be pumped up by a pump that uses a gasoline engine. [10] Fourth, the gasoline would need to be pumped up by a pump that uses an electric motor. [11] Fifth, the electric motor would need to be powered by a battery.",[1] Answer (Summary) [2] Answer [3] Answer [4] Answer [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information,4b2nxq,p60_random,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [3] Answer,Auxiliary Information [4] Answer,Auxiliary Information [6] Answer - Organizational sentence,Auxiliary Information [7] Answer (Summary),Auxiliary Information [8] Answer (Summary),Auxiliary Information [9] Answer (Summary),Auxiliary Information [10] Answer (Summary),Auxiliary Information [11] Answer (Summary),Auxiliary Information",model_generated
"why does rain in the tropics come down heavy for an hour and then vanish, but in europe the rain is mostly light and can last all day? [1] In the tropics, the ground absorbs a lot of the rain, and it's going to fall in heavy rain for a while, before it evaporates away. [3] In the United States, the ground isn't as flat as it used to be, and the air is much denser, so the water tends to condense out of the air and form clouds. [6] Also, the way clouds form is dependent on the air pressure. [7] In the tropics, the air pressure is much lower than in the United States, so the water can't condense out of the air as easily, and it can still be heavy. [8] Finally, I think you're referring to the fact that it rains for hours in the U.S., but in Europe, it's very rarely that much rain. [9] I'm not entirely sure why that is.",[1] Answer (Summary) [3] Auxiliary Information [6] Auxiliary Information [7] Miscellaneous [8] Miscellaneous [9] Miscellaneous,4fyf09,p60_random,"[1] Answer (Summary),Auxiliary Information [3] Auxiliary Information,Miscellaneous [6] Auxiliary Information [7] Answer,Miscellaneous [8] Auxiliary Information,Miscellaneous [9] Miscellaneous",model_generated
"How did wild humans deal with the pain of walking barefoot? [1] First, you know, they could have come into contact with the raw materials for walking barefoot. [2] If they couldn't really walk, they wouldn't have needed them, because raw materials would be scarce. [3] Secondly, there were other methods of avoiding pain (wounds and other injuries). [4] It's not like barefoot walking is all that painful, but it was the only option. [5] We have been wearing our shoes since time immemorial, and there's nothing that would make a barefoot day preferable to walking barefoot. [6] It's that instinct, it's not that we've evolved to walk without a shoe, it's just that walking was less comfortable than not wearing them. [7] Edit: this is also worth mentioning that the human body isn't ""smart"", it doesn't think ahead. [8] If we get hurt, our body doesn't fix it with pain in some other way. [9] What it does do is mitigate the effects of the injury. [10] It also makes us use sweat and other fluids that we've evolved to use in other situations. [11] Edit2: I should mention that there's a big difference between ""painfree"" and ""barefoot"" pain.",[1] Answer (Summary) [2] Answer [3] Answer (Summary) [4] Answer [5] Answer [6] Answer [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information,4kqdwb,p90_predicted,"[1] Answer (Summary),Auxiliary Information [2] Answer [3] Answer (Summary),Auxiliary Information [4] Answer [5] Answer,Auxiliary Information [6] Answer,Answer (Summary) [7] Auxiliary Information [8] Auxiliary Information [9] Answer,Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information",model_generated
"Why is it that a vast majority of attempted cyber attacks originate from China? [1] China is an advanced, wealthy country, and therefore has a lot of intellectual property, and therefore is the target of hackers. [2] They also have a lot of spies, and a lot of people in China are aware of the NSA's spying capabilities, so they're not exactly surprised to see a lot of attacks directed at them. [3] The Chinese government is also in a position to exploit the attack, and they do this by building underground tunnels, or intercepting communication with the enemy, or by sending their own military forces into China to try to stop attacks. [5] The Chinese government also has a lot of money, so they can afford to employ a lot of people, and so they're often willing to take advantage of hackers to their advantage.",[1] Answer (Summary) [2] Answer (Summary) [3] Auxiliary Information [5] Answer (Summary),4ly96n,p60_random,"[1] Answer (Summary),Auxiliary Information [2] Answer (Summary),Auxiliary Information [3] Answer (Summary),Auxiliary Information [5] Answer,Answer (Summary)",model_generated
"How does Google or other companies benefit from offering a free storage service such as Google Drive? [1] Google is an advertising company. [2] Companies do things to help them more. [3] It is possible to write software that tracks where you go, and what you search for, and place ads to help you. [4] For example, Google pays YouTube for all the people who watch ads during their regular program. [5] If you only watch 30 of those ads on Google Drive, Google will get paid in revenues of $700 per month. [6] If you watch 30 on Google Drive, Google will get paid in revenues of $800 per month. [7] If you watch 30 on Google Drive, Google will get paid in revenues of $600 per month. [12] Google also makes money from Facebook. [13] If you are logged in to Facebook, you can log into Google's ads.",[1] Answer (Summary) [2] Auxiliary Information [3] Answer (Summary) [4] Answer - Example [5] Answer - Example [6] Answer - Example [7] Answer - Example [12] Auxiliary Information [13] Auxiliary Information,4nlucl,p90_random,"[1] Answer (Summary) [2] Answer,Auxiliary Information [3] Answer,Answer (Summary) [4] Answer - Example [5] Answer - Example [6] Answer - Example [7] Answer - Example [12] Answer,Auxiliary Information [13] Answer,Auxiliary Information",model_generated
"Why are salespeople so adamant about getting you to sign up for their store's rewards card? [1] There are two major reasons for this: 1. You agree to their terms of service. [2] They want you to sign up because you agree to their terms of service. [3] If you don't sign up, you are not part of their network, and they don't get to charge you for it. [4] If you do sign up, they can charge you for the service you provided them, which is pretty important to them. [5] They don't want you to not sign up, because it means you don't get to sell their product, and you're not getting to buy stuff from them. [6] 2. If you sign up for a card, you get to keep that card forever. [7] You can use it for whatever you want, and it doesn't have to be redeemed for a certain amount of time. [8] The store gets to keep it forever, because it's free money for them. [9] If you don't sign up, you lose the card, and you have to pay them for it, which is a lot of money.",[1] Answer (Summary) [2] Answer [3] Answer [4] Answer [5] Answer [6] Answer (Summary) [7] Answer [8] Answer [9] Answer,4s80g8,p60_predicted,"[1] Answer,Answer (Summary) [2] Answer [3] Answer [4] Answer,Answer (Summary) [5] Answer,Miscellaneous [6] Answer (Summary),Auxiliary Information [7] Answer [8] Answer [9] Answer,Miscellaneous",model_generated
"Why are humans diurnal? [1] This is something that can be answered with a hypothesis. [2] The idea is that we evolved to work during the day and to sleep at night. [3] This is to help us conserve energy. [4] So if we stayed awake all day, we would burn more energy than we would use at night. [6] So, the body produces chemicals that keep us awake during the day and asleep at night. [8] There are some people who believe that humans evolved to stay awake during the day because we evolved to work during the day. [9] They say that this is because we needed to be able to gather food during the day and to hunt during the night. [10] There are other theories about this, but the one that makes the most sense to me is that the light levels during the day make it harder for us to see predators, and therefore we evolved to stay awake during the day to help us hunt. [12] Some scientists think that we evolved to stay awake during the day because it was advantageous for us to do so.",[1] Answer - Organizational sentence [2] Answer [3] Answer (Summary) [4] Answer [6] Answer [8] Answer [9] Answer [10] Answer [12] Answer (Summary),4unzrb,p60_predicted,"[1] Answer - Organizational sentence,Auxiliary Information [2] Answer,Answer (Summary) [3] Answer,Answer (Summary) [4] Answer,Answer - Example [6] Answer,Answer (Summary) [8] Answer,Answer (Summary) [9] Answer [10] Answer [12] Answer (Summary),Auxiliary Information",model_generated
"Lyme disease is often misdiagnosed, and seemingly a life altering illness. Why is it that doctors in the US are so uneducated about it, or taught to dismiss it? [2] Also, as a med student, I have no fucking clue what I'm reading, so I'm guessing it's the same way for most people. [3] Most people don't have a fucking clue what they're reading, and they're not trained in how to properly diagnose and treat Lyme. [4] This leads to a lot of false diagnosis. [5] It's not that they're uneducated, it's just that they don't know what they're talking about. [6] Also, Lyme is a very difficult disease to treat, and not everyone is willing to take the time to research and figure out how to treat it. [7] If I were to make a guess, I'd say that the vast majority of the research done on Lyme is done by non-doctors, and it's often done for a variety of reasons. [8] It's also likely that most of the non-doctors who are interested in Lyme research are either very young doctors, or are just plain lazy. [9] Lastly, I'd say that the vast majority of the research done on Lyme is done by people who have never even heard of Lyme.",[2] Auxiliary Information [3] Answer (Summary) [4] Answer [5] Auxiliary Information [6] Answer [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information,4uynz2,p60_predicted,"[2] Auxiliary Information,Miscellaneous [3] Answer (Summary) [4] Answer [5] Answer,Auxiliary Information [6] Answer,Answer (Summary) [7] Answer,Auxiliary Information [8] Answer,Auxiliary Information [9] Answer,Auxiliary Information",model_generated
"Is there a reason that animals do not try and reproduce with other species? [1] Some animals try. [2] It's called [r/askscience](_URL_0_) and is an extremely interesting area of research. [3] It's also been observed in some other species of animals. [4] There are a lot of different reasons, but one of the big ones is that the animal doesn't know what the species is, and if it tried to reproduce with a different species it would probably be unable to survive. [5] It would probably be unable to eat, and might die of malnutrition. [6] It would likely die of injury, and if it got stuck in a long and complicated reproductive process it might die of starvation or disease. [7] And if it tried to mate with another species, it might be unable to reproduce. [8] The animal might also be unable to find a mate, or find one that doesn't already mate with the other species. [10] But it is important to note that there are some animals that are able to reproduce with other species. [11] Birds are an example. [12] The birds that have sex with each other have a special pouch that they use to store sperm. [13] This pouch can be used for",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information [4] Answer [5] Answer [6] Answer [7] Answer [8] Answer [10] Answer (Summary) [11] Auxiliary Information [12] Auxiliary Information [13] Auxiliary Information,4xkckg,p60_random,"[1] Answer,Answer (Summary) [2] Auxiliary Information,Miscellaneous [3] Answer,Auxiliary Information [4] Answer,Answer (Summary) [5] Answer,Auxiliary Information [6] Answer,Auxiliary Information [7] Answer,Answer (Summary) [8] Answer,Miscellaneous [10] Answer,Answer (Summary) [11] Answer - Example,Auxiliary Information [12] Auxiliary Information [13] Auxiliary Information",model_generated
"Why didn't other industrialized nations at the time (France, Great Britain) participate in the space race? [1] It's not about money, it's about technology. [2] France and Britain were technological powerhouses in the early 20th century, but because they were both industrial powers they were both the only two superpowers left standing. [3] The US, on the other hand, was the only superpower left standing. [4] This meant that since it was only a superpower, it had no real competition and could spend the money to develop it's own technology, whereas the other superpowers were already fighting each other for the same resources, and thus had no reason to participate. [5] The space race was a political thing, not a military one. [6] The Soviet Union and Russia were not on friendly terms with each other, and neither wanted to interfere in the other's space. [8] Also, since the US had no major naval or air force force to back up its claims, it had no real reason to participate. [9] The only other superpower left standing besides the US was Japan, and they had no reason to participate.",[1] Answer [2] Answer (Summary) [3] Answer [4] Answer (Summary) [5] Auxiliary Information [6] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information,4zl0mg,p60_random,"[1] Answer,Answer (Summary) [2] Answer (Summary),Auxiliary Information [3] Answer,Auxiliary Information [4] Answer,Answer (Summary) [5] Answer,Auxiliary Information [6] Auxiliary Information,Miscellaneous [8] Answer,Auxiliary Information [9] Answer,Auxiliary Information",model_generated
"""If God is all powerful, then he cannot be all good and vice-versa."" Why do those two things contradict one another? [1] Because God is not all-powerful. [2] He is perfectly capable of doing good and evil, but he is also perfectly capable of doing neither. [4] It is used to describe anyone who is powerful enough to do good, but not powerful enough to do evil. [10] He is perfectly capable of turning the Earth into a paradise for everyone, but he is not all-powerful enough to do it. [11] He is perfectly capable of turning the Earth into a prison for everyone, but he is not all-powerful enough to do it. [12] And that's not even mentioning that God is not all-powerful in any particular situation. [13] If God is all-powerful, he could turn the Earth into a paradise for everyone, but he is not all-powerful enough to do it.",[1] Auxiliary Information [2] Answer (Summary) [4] Answer [10] Miscellaneous [11] Miscellaneous [12] Miscellaneous [13] Miscellaneous,51dw6j,p60_predicted,"[1] Answer (Summary),Auxiliary Information [2] Answer,Answer (Summary) [4] Answer,Miscellaneous [10] Auxiliary Information,Miscellaneous [11] Answer,Miscellaneous [12] Auxiliary Information,Miscellaneous [13] Auxiliary Information,Miscellaneous",model_generated
"What causes the trail behind jets at high altitude? [1] The same thing that causes the clouds you see at the start of a storm to form in the first place. [2] The air pressure changes as the jet moves through the air, causing it to cool down and condense into water droplets. [4] This is what you see when you look at a cloud formation from the ground. [5] In addition to this, when the plane passes through the clouds, it also moves through the air, causing it to change its temperature, causing the water droplets to condense and form clouds. [6] These clouds are often quite large, and can block out the sun. [7] This is what you see when you look at a contrail. [8] Finally, the water vapor that forms at high altitudes is cooled by the air above, and as it cools, it condenses into clouds. [9] This is what you see when you look at a cumulonimbus cloud. [10] These clouds are even larger than the water droplets in the clouds, and they block out the sun.",[1] Answer - Example [2] Answer (Summary) [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information,52py6m,p60_predicted,"[1] Answer - Example,Auxiliary Information [2] Answer (Summary) [4] Answer,Auxiliary Information [5] Answer (Summary),Auxiliary Information [6] Answer,Auxiliary Information [7] Answer,Auxiliary Information [8] Answer (Summary),Auxiliary Information [9] Answer,Auxiliary Information [10] Answer,Auxiliary Information",model_generated
"The Watergate scandal and exactly what Nixon did that would have had him impeached had he not resigned? [3] He was impeached by the House of Representatives for obstructing the investigation into the NSA's spying on Americans, and by the Senate for obstructing the justice department's investigation into the Watergate scandal.",[3] Answer (Summary),552cf2,p60_random,[3] Answer (Summary),model_generated
How are spiders able to crate webs from A to B if said points are two trees or poles several metres away from each other? [1] My guess is that they can use little parachutes to float the silk line down from one tree to another. [2] As they do this the spiral shape allows them to build it perfectly. [3] Here's a site: _URL_1_ [4] Hopefully that helps.,[1] Answer (Summary) [2] Answer (Summary) [3] Miscellaneous [4] Miscellaneous,593t4z,p90_predicted,"[1] Answer (Summary) [2] Answer (Summary),Auxiliary Information [3] Auxiliary Information,Miscellaneous [4] Miscellaneous",model_generated
